,string_text
1756,"6. Who Are the Girls? by Nova Twins
"
1757,"7. Anime, Trauma and Divorce by Open Mike Eagle
"
1758,"8. Welcome to Bobby's Motel by Pottery
"
1759,"9. FREE I.H. by Illuminati Hotties
"
1760,"10. American Advertisement by Advertisement
"
1761,"12/1/20 1:49 PM+2REPLY
"
1762,"12/1/20 1:51 PM0REPLY
"
1763,"12/1/20 1:49 PM+4REPLY
"
1764,"12/1/20 2:31 PM+1REPLY
"
1765,"1. Leo Takami - Felis Catus and Silence
"
1766,"2. Waxahatchee - Saint Cloud
"
1767,"3. Nap Eyes - Snapshot of a Beginner
"
1768,"4. Jeff Parker - Suite for Max Brown
"
1769,"5. Hum - Inlet
"
1770,"6. Mike Polizze - Long Lost Solace Find
"
1771,"7. Sally Anne Morgan - Thread
"
1772,"8. Adrienne Lenker - songs
"
1773,"9. John Lee Shannon - In and Of
"
1774,"10. H. C. McIntire - Eno Axis
"
1775,"11.Terry Allen - Just Like Moby Dick
"
1776,"12. Alabaster DePlume - To Cy and Lee, Instrumentals Vol. 1
"
1777,"13. Stephen Malkmus - Traditional Techniques
"
1778,"14. Bob Dylan - Rough and Rowdy Ways
"
1779,"15. Mary Lattimore - Silver Ladders
"
1780,"16. James Elkington - Ever-Roving Eye
"
1781,"17. Destroyer - Have We Met
"
1782,"18. Jennifer Castle - Monarch Season
"
1783,"19. Run the Jewels - RTJ4
"
1784,"20. Brigid Mae Power - Head Above the Water
"
1785,"21. Fiona Apple - Fetch the Bolt Cutters
"
1786,"22. Green-House - Six Songs for Invisible Gardens
"
1787,"23. Josh Kimbrough - Slither, Soar & Disappear
"
1788,"24. Ezra Feinberg - Recumbent Speech
"
1789,"25. Gwenifer Raymond - Strange Lights Over Garth Mountain
"
1790,"12/1/20 1:52 PM+7REPLY
"
1791,"1. Spectral Lore & Mare Cognitum: Wanderers: Astrology of the Nine
"
1792,"2. Jeff Rosenstock - NO DREAM
"
1793,"3. Hum - Inlet
"
1794,"4. Gulch - Impenetrable Cerebral Fortress
"
1795,"5. Fiona Apple - Fetch the Bolt Cutters
"
1796,"6. Couch Slut - Take A Chance On Rock & Roll
"
1797,"7. Porridge Radio - Every Bad
"
1798,"8. Bartees Strange - Live Forever
"
1799,"9. Bedsore - Hypnagogic Hallucinations
"
1800,"10. SAULT - Untitled (Rise)
"
1801,"11. Rolling Blackouts C.F. - Sideways to New Italy
"
1802,"12. Phoebe Bridgers - Punisher
"
1803,"13. Dogleg - Melee
"
1804,"14. Pallbearer - Forgotten Days
"
1805,"15. Moor Mother - Circuit City
"
1806,"16. Skeleton - Skeleton
"
1807,"17. Pure X - Pure X
"
1808,"18. SØØN - WHAT THE FUCK DID WE DØ TØ THE EARTH
"
1809,"19. Yves Tumor - Heaven To A Tortured Mind
"
1810,"20. Freddie Gibbs & The Alchemist - Alfredo
"
1811,"21. Oranssi Pazuzu - Mestarin kynsi
"
1812,"22. Black Dresses - Peaceful As Hell
"
1813,"23. Chubby & The Gang - Speed Kills
"
1814,"24. ERR & Thou - May Our Chambers Be Full
"
1815,"25. Kaatayra - Toda História pela Frente
"
1816,"12/1/20 1:55 PM+3REPLY
"
1817,"25. Kaatayra - Toda História pela Frente
"
1818,"12/1/20 3:02 PM+2REPLY
"
1819,"12/1/20 4:10 PM+2REPLY
"
1820,"12/1/20 1:57 PM+1REPLY
"
1821,"12/1/20 1:58 PM+1REPLY
"
1822,"12/1/20 1:58 PM+1REPLY
"
1823,"12/1/20 2:07 PM+1REPLY
"
1824,"10. The Rentals - Q36
"
1825,"9. METZ - Atlas Vending
"
1826,"8. Frances Quinlan - Likewise
"
1827,"7. Coriky
"
1828,"6. Squarepusher - Be Up A Hello
"
1829,"5. Peter Bjorn & John - Endless Dream
"
1830,"4. Jeff Rosenstock - NO DREAM
"
1831,"3. Bully - SUGAREGG
"
1832,"2. Destroyer - Have We Met
"
1833,"1. RTJ4
"
1834,"12/1/20 2:09 PM+4REPLY
"
1835,"12/1/20 3:13 PM+1REPLY
"
1836,"1. Sault, Untitled (Black Is)
"
1837,"2. Autechre, PLUS/SIGN
"
1838,"3. Fiona Apple, Fetch the Bolt Cutters
"
1839,"4. Run the Jewels, RTJ4
"
1840,"5. Actress, Karma & Desire
"
1841,"6. SW., TRUElipS
"
1842,"7. Moses Sumney, grae
"
1843,"8. Yves Tumor, Heaven to a Tortured Mind
"
1844,"9. Jessie Ware, What's Your Pleasure?
"
1845,"10. Boldy James, The Price of Tea in China
"
1846,"11. Lady Gaga, Chromatica
"
1847,"12. Nazar, Guerilla
"
1848,"13. Tunes of Negation, Like the Stars Forever and Ever
"
1849,"14. Nine Inch Nails, Ghosts V / VI
"
1850,"15. Boris, NO
"
1851,"16. Rina Sawayama, SAWAYAMA
"
1852,"17. Moodymann, Taken Away
"
1853,"18. Krust, The Edge of Everything
"
1854,"19. Fleet Foxes, Shore
"
1855,"20. Spectral Lore/Mare Incognitum, Wanderers
"
1856,"12/1/20 2:19 PM+9REPLY
"
1857,"12/1/20 2:38 PM+1REPLY
"
1858,"1. Travis - 10 Songs
"
1859,"2. Asgier - Bury the Moon
"
1860,"3. Gorillaz - Song Machine Vol. 1: Strange Timez
"
1861,"4. Nathaniel Rateliff - And It's Still Alright
"
1862,"5. Laura Marling - Song For Our Daughter
"
1863,"6. Fleet Foxes - Shore
"
1864,"7. Chris Stapleton - Starting Over
"
1865,"8. EOB - Earth
"
1866,"9. Phantogram - Ceremony
"
1867,"10. Jason Isbell - Reunions
"
1868,"12/1/20 2:21 PM+3REPLY
"
1869,"12/1/20 4:05 PM+1REPLY
"
1870,"01. Taylor Swift - Folklore
"
1871,"02. Perfume Genius - Set My Heart On Fire Immediately
"
1872,"03. Moses Sumney - Grae
"
1873,"04. The Strokes - The New Abnormal
"
1874,"05. Charli XCX - How I'm Feeling Now
"
1875,"06. Sufjan Stevens - The Ascension
"
1876,"07. Hayley Williams - Petals For Armor
"
1877,"08. The Weeknd - After Hours
"
1878,"09. Grimes - Miss_Anthropocene
"
1879,"10. Phoebe Bridgers - Punisher
"
1880,"11. Run The Jewels - Run The Jewels 4
"
1881,"12/1/20 2:23 PM+4REPLY
"
1882,"20 of my 2020 (so far). Not in any real order, I'm just numbering them to limit myself to a reasonable amount.
"
1883,"1. Fetch the Bolt Cutters - Fiona Apple (2020). She's always been a bit of a slow burner for me as a listener, but this just knocked my socks clean off from the first. Even better, it keeps getting richer the more I listen to it. A perfectly formed sonic world to retreat into during an especially insular year. Cozy and unfamiliar.
"
1884,"2. Don Juan's Reckless Daughter - Joni Mitchell (1977). I got super into Joni a couple years back after nonstop listening to Kendrick Lamar's To Pimp a Butterfly (which just reminded me a lot of her music). I was a huge fan but only of a limited number of LPs, and I ended up stretching into a lot of records I'd avoided or dismissed. Don Juan's Reckless Daughter was one of the last to really get my attention, mainly because it's one of her worst reviewed and the cover has her in blackface (which really hurts). Fuck, this album is incredible. It's become my favorite album of hers.
"
1885,"3. Perfection & Permanence (2014) and Kainskult (2017) - Trepaneringsritualen. These albums are mammoth and I love them and they've opened up new avenues for me personally and musically.
"
1886,"4. græ - Moses Sumney (2020). Just a hugely cinematic listening experience. Which conjures up images of big-budget, wide open vistas full of color and detail and movement and air and it has all that, absolutely, but it's also cinematic in terms of the films of Robert Bresson or Agnès Varda or Julie Dash or Derek Jarman. It's the kind of album that makes me want to learn more.
"
1887,"5. La vita nuova EP - Christine and the Queens (2020). Pure pleasure.
"
1888,"6. Grave of a Dog - Sightless Pit (2020).
"
1889,"7. Look Alive - The Stroppies (2020).
"
1890,"8. ALFREDO - Freddie Gibbs and The Alchemist (2020).
"
1891,"9. Impossible Princess (1997) and DISCO (2020) - Kylie Minogue. To be perfectly honest, I'm still processing the new one. For me, there tends to be three kinds of Kylie albums: the pick 'n mix, where a variety of approaches are explored (Light Years, X, Kiss Me Once), the thematic album, where there's a lyrical journey and a musical vibe perfectly locked in sync (Aphrodite, Body Language, Impossible Princess), and the concept album, where it's one idea expressed cleanly across the board (Fever, Kylie Minogue). Occasionally an album can slot neatly into two columns (Golden is thematic and concept, especially in it's ""deluxe edition"" tracklist). DISCO seems to land squarely in the concept column, which is usually the least interesting option. Still sussing out the hidden ingredients in the flavor profile, but it's delicious nonetheless.
"
1892,"10. Times of Grace- Neurosis (1999).
"
1893,"11. Modus Vivendi - 070 Shake (2020). Why wasn't this album, like, reasonably huge? It even seems to have escaped the kind of media praise it fully deserves, far as I can tell. If COVID hadn't thwarted her tour with The (ugh) 1975, I think we'd be seeing this on more End of Year lists.
"
1894,"12. KiCk i - Arca (2020). Hyper. Sexy. And hyper//sexy.
"
1895,"13. Two Creation Myths - The Native Cats (2020).
"
1896,"14. Forever Gold - Dionne Warwicke (1973). A fundamental album in my musical upbringing, this compilation is absolutely totemic for me. I found a sealed copy on eBay, so I splurged and treated myself (with fifteen bucks of my pandemic relief check!). Totally worth it, obvi.
"
1897,"15. Live Forever - Bartees Strange (2020).
"
1898,"16. Underground - Thelonious Monk (1968).
"
1899,"17. Go Tell the Fox (sampler) - Jim Ferguson (2020). Oh, the fucking ego. This is a set of tracks I made scoring an imaginary film. I actually enjoy it, and will listen to it on purpose, for pleasure.
"
1900,"18. The Next Day - David Bowie (2013).
"
1901,"19. Rough and Rowdy Ways - Bob Dylan (2020).
"
1902,"20. Second Childhood - Phoebe Snow (1976).
"
1903,"12/1/20 2:25 PM+5REPLY
"
1904,"12/1/20 2:40 PM+3REPLY
"
1905,"12/1/20 3:04 PM+1REPLY
"
1906,"12/1/20 3:17 PM+3REPLY
"
1907,"12/1/20 6:30 PM+1REPLY
"
1908,"01 Haim - Women in Music pt. III
"
1909,"02 The 1975 - Notes on a Conditional Form
"
1910,"03 Phoebe Bridgers - Punisher
"
1911,"04 The Weeknd - After Hours
"
1912,"05 Waxahatchee - Saint Cloud
"
1913,"06 Too Free - Love in High Demand
"
1914,"07 Trace Mountains - Lost In The Country
"
1915,"08 Perfume Genius - Set My Heart on Fire Immediately
"
1916,"09 Andy Shauf - Neon Skyline
"
1917,"10 Lady Gaga - Chromatica
"
1918,"12/1/20 2:27 PM+4REPLY
"
1919,"1: Nation of Language - Introduction, Presence
"
1920,"2: Moaning - Uneasy Laughter
"
1921,"3: Escape Roots - Pack Up and Run
"
1922,"4: The Wants - Container
"
1923,"5: Sea Wolf - Through a Dark Wood
"
1924,"6: Andy Shauf - The Neon Skyline
"
1925,"7: Jessie Ware - What's Your Pleasure?
"
1926,"8: Ane Brun - After The Great Storm
"
1927,"9: The James Hunter Six - Nick of Time
"
1928,"10: Johanna Warren - Chaotic Good
"
1929,"11: Lola Marsh - Someday Tomorrow Maybe
"
1930,"12: Ultraista - Sister
"
1931,"13: HAIM - Women in Music Part III
"
1932,"14: Agnes Obel - Myopia
"
1933,"15: Siti Muharam - Siti of Unguja (Romance Revolution on Zanzibar)
"
1934,"16: Sevdaliza - Shabrang
"
1935,"17: Dool - Summerland
"
1936,"18: Devon Gilfillian - Black Hole Rainbow
"
1937,"19: La Roux - Supervision
"
1938,"20: Nadia Reid - Out of my Province
"
1939,"21: Various Artists - Penrose Records Vol. 1
"
1940,"22: I Don't Know How But They Found Me - Razzmatazz
"
1941,"23: Keleketla! - Keleketla!
"
1942,"24: A.A. Williams - Forever Blue
"
1943,"25: Becca Mancari - The Greatest Part
"
1944,"12/1/20 2:27 PM+4REPLY
"
1945,"12/1/20 2:49 PM0REPLY
"
1946,"12/1/20 2:34 PM+2REPLY
"
1947,"12/1/20 2:46 PM+2REPLY
"
1948,"12/1/20 3:09 PM+1REPLY
"
1949,"12/1/20 2:57 PM+1REPLY
"
1950,"12/1/20 3:15 PM+1REPLY
"
1951,"12/1/20 3:02 PM+5REPLY
"
1952,"12/1/20 9:15 PM0REPLY
"
1953,"12/1/20 3:08 PM+5REPLY
"
1954,"12/1/20 3:22 PM+2REPLY
"
1955,"12/1/20 7:06 PM+2REPLY
"
1956,"12/1/20 3:11 PM+7REPLY
"
1957,"12/1/20 3:25 PM+2REPLY
"
1958,"12/1/20 5:26 PM+1REPLY
"
1959,"1. Fiona Apple — Fetch the Bolt Cutters
"
1960,"2. Armand Hammer — Shrines
"
1961,"3. The Soft Pink Truth — Shall We Go On Sinning So That Grace May Increase?
"
1962,"4. Jessie Ware — What's Your Pleasure?
"
1963,"5. Waxahatchee — Saint Cloud
"
1964,"6. Freddie Gibbs & The Alchemist — Alfredo
"
1965,"7. Kaitlyn Aurelia Smith — The Mosaic of Transformation
"
1966,"8. Open Mike Eagle — Anime, Trauma & Divorce
"
1967,"9. Laura Marling — Song for Our Daughter
"
1968,"10. Perfume Genius — Set My Heart on Fire Immediately
"
1969,"11. Kehlani — It Was Good Until It Wasn't
"
1970,"12. Destroyer — Have We Met?
"
1971,"13. Run the Jewels — RTJ4
"
1972,"14. HAIM — Women in Music, pt. III
"
1973,"15. Moses Sumney — græ
"
1974,"16. Andy Shauf — The Neon Skyline
"
1975,"17. Lomelda — Hannah
"
1976,"18. Drakeo the Ruler — Thank You for Using GTL
"
1977,"19. Beatrice Dillon — Workaround
"
1978,"20. Kevin Morby — Sundowner
"
1979,"12/1/20 3:18 PM+4REPLY
"
1980,"12/1/20 11:15 PM0REPLY
"
1981,"12/1/20 3:24 PM0REPLY
"
1982,"12/1/20 3:36 PM0REPLY
"
1983,"12/1/20 3:38 PM0REPLY
"
1984,"12/1/20 7:09 PM0REPLY
"
1985,"12/1/20 3:51 PM+1REPLY
"
1986,"12/1/20 4:24 PM0REPLY
"
1987,"12/1/20 4:28 PM0REPLY
"
1988,"1. Phoebe Bridgers -Punisher
"
1989,"2. Empty Country -Empty Country
"
1990,"3. Bill Fay -Countless Branches
"
1991,"4. Told Slant - Point the Flashlight and Walk
"
1992,"5. Touche Amore - Lament
"
1993,"6.Caribou - Suddenly
"
1994,"7. Bob Dylan - Rough and Rowdy Ways
"
1995,"8. Sufjan Stevens - The Ascension
"
1996,"9. The Strokes - The New Abnormal
"
1997,"10 The Innocence Mission - See You Tomorrow
"
1998,"11. Porridge Radio -Every Bad
"
1999,"12. Waxahatchee - Saint Cloud
"
2000,"13. Tame Impala - The Slow Rush
"
2001,"14. Taylor Swift - Folklore
"
2002,"15. Car Seat Headrest - Making a Door less Open
"
2003,"12/1/20 4:39 PM+4REPLY
"
2004,"12/1/20 4:41 PM+2REPLY
"
2005,"1. Girl Skin - Shade is on the other side
"
2006,"2. Jess Cornelius - Distance
"
2007,"3. Pearl Jam - Gigaton
"
2008,"4. Phoebe Bridges - Punisher
"
2009,"5. Named Giants - The Shadow
"
2010,"6. Black Pumas - Black Pumas
"
2011,"7. Phantom Planet - Devistator
"
2012,"8. BC Camplight - Shortly After Takeoff
"
2013,"9. Brian Dunne- Selling Things
"
2014,"10. White Buffalo - On the Widow's Walk
"
2015,"12/1/20 4:48 PM+1REPLY
"
2016,"1. Waxahatchee - Saint Cloud
"
2017,"2. Fleet Foxes - Shore
"
2018,"3. Conway the Machine - LULU
"
2019,"4. Charli XCX - how i'm feeling now
"
2020,"5. Jeff Rosenstock - No Dream
"
2021,"6. Run the Jewels - RTJ4
"
2022,"7. Haim - Women in Music Pt. III
"
2023,"8. Soccer Mommy - color theory
"
2024,"9. Westside Gunn - Pray for Paris
"
2025,"10. Young Jesus - Welcome to Conceptual Beach
"
2026,"11. Pinegrove - Marigold
"
2027,"12. Boldy James - The Price of Tea in China
"
2028,"13. Pressure Cracks - This Is Called Survival
"
2029,"14. Freddie Gibbs - Alfredo
"
2030,"15. Lomelda - Hannah
"
2031,"12/1/20 4:49 PM+4REPLY
"
2032,"10 most streamed albums 2020
"
2033,"100 gecs-1000 gecs
"
2034,"12/1/20 4:54 PM+2REPLY
"
2035,"12/1/20 4:52 PM+3REPLY
"
2036,"2020: A great year for recorded music. A terrible year for pretty much everything else.
"
2037,"12/1/20 4:55 PM+3REPLY
"
2038,"12/1/20 5:18 PM+1REPLY
"
2039,"1. Sault - Untitled (Black Is)
"
2040,"2. Yves Tumor - Heaven to a Tortured Mind
"
2041,"3. Charli XCX - how i’m feeling now
"
2042,"4. Jeff Rosenstock - NO DREAM
"
2043,"5. Open Mike Eagle - Anime, Trauma, and Divorce
"
2044,"6. US Girls - Heavy Liight
"
2045,"7. Thundercat - It Is What It Is
"
2046,"8. Kamaiyah - Got It Made
"
2047,"9. Chris Crack - White People Love Algorithms
"
2048,"10. Georgia - Seeking Thrills
"
2049,"12/1/20 5:20 PM+1REPLY
"
2050,"12/1/20 5:25 PM+1REPLY
"
2051,"1. Charli XCX - how i'm feeling now
"
2052,"2. Sivyj Yar - Grief
"
2053,"3. Yves Tumor - Heaven to a Tortured Mind
"
2054,"4. Grimes - Miss Anthropocene
"
2055,"5. Cult of Fire - Nirvana
"
2056,"6. Deep Sea Diver - Impossible Weight
"
2057,"7. Ellis - born again
"
2058,"8. Oranssi Pazuzu - Mestarin Kynsi
"
2059,"9. Spectral Lore / Mare Cognitum - Wanderers: Astrology of the Nine
"
2060,"10. Sadness - Atna
"
2061,"11. Rina Sawayama - SAWAYAMA
"
2062,"12. JFDR - New Dreams
"
2063,"13. The Weeknd - After Hours
"
2064,"14. Moses Sumney - græ
"
2065,"15. Unreqvited - Empathica
"
2066,"16. Violet Cold - Noir Kid
"
2067,"17. Waxahatchee - Saint Cloud
"
2068,"18. Vuur & Zijde / Impavida
"
2069,"19. Ela Minus - acts of rebellion
"
2070,"20. After Dark 3
"
2071,"12/1/20 5:25 PM+4REPLY
"
2072,"1. RTJ4
"
2073,"2. Jess - Wiiliamson Sorceress
"
2074,"3. Bully - Sugaregg
"
2075,"4. Margo Price - Thats how Rumors get Started
"
2076,"5. Torres - Silver Tongue
"
2077,"6. Loma - Dont Shy Away
"
2078,"7. Fiona Apple - Fetch the Bolt Cutters
"
2079,"8. Hum - Inlet
"
2080,"9. Phoebe Bridgers- punisher
"
2081,"10. Frances Quinlan - Likewise
"
2082,"11.Fleet Foxes - Shore
"
2083,"12. Rolling Blackouts Coastal Fever - Sideways to New Italy
"
2084,"13. Austra- Hirudin
"
2085,"14. Deftones- ohms
"
2086,"15. ERR/Thou
"
2087,"16. Waxahatchee- Saint Cloud
"
2088,"17. Tennis - Swimmer
"
2089,"18. Young Jesus- Welcome to Conception Beach
"
2090,"19. Adrianne Lenker - Songs
"
2091,"20. Future Islands - As Long As You Are
"
2092,"12/1/20 6:01 PM+4REPLY
"
2093,"1. Phoebe Bridgers - Punisher - worked well on all levels for me
"
2094,"2. SAULT - Untitled (Black Is)
"
2095,"3. Porridge Radio - Every Bad
"
2096,"4. Fiona Apple - Fetch The Bolt Cutters
"
2097,"5. Drab City - Good Songs For Bad People
"
2098,"6. Adrianne Lenker - Songs/Instrumentals - technically 2 albums but...
"
2099,"7. Sorry -925 - felt like I had already heard a large chunk of this album via their EP and single releases, but they added plenty of new material that was solid
"
2100,"8. Warnings - I Break Horses - as a big fan of her debut album, big fan of this one
"
2101,"9. Four Tet - Sixteen Oceans
"
2102,"10. What We Drew - Yaeji
"
2103,"1. Sufjan Stevens - The Ascension - just didn't do it for me.
"
2104,"2. Car Seat Headrest - Making a Door Less Open - erased most of this album from my mind. Hollywood is probably one of the worst songs I have ever heard.
"
2105,"3. Caribou - Suddenly - didn't hate it and actually had a few tracks I really enjoyed, but it was always going to be hard to follow up Our Love
"
2106,"1. Drab City - formerly known as oOoOO which I had no idea until much later
"
2107,"2. Ratboys - all around fun album
"
2108,"3. SAULT - had no idea about them prior to this year when they dropped Black Is right in the middle of this Summer's protests.
"
2109,"12/1/20 6:26 PM+4REPLY
"
2110,"10. Holy Motors - Horse
"
2111,"9. Ela Minus - acts of rebellion
"
2112,"8. Nation of Language - Introduction, Presence
"
2113,"7. Tame Impala - The Slow Rush
"
2114,"6. Haim - Women In Music Pt. III
"
2115,"5. Choir Boy - Gathering Swans
"
2116,"4. Tennis - Swimmer
"
2117,"3. Fiona Apple - Fetch the Bolt Cutters
"
2118,"2. Charli XCX - How I’m Feeling Now
"
2119,"1. Dua Lipa - Future Nostalgia
"
2120,"12/1/20 6:51 PM+2REPLY
"
2121,"12/1/20 10:18 PM0REPLY
"
2122,"12/1/20 6:54 PM+1REPLY
"
2123,"12/1/20 7:14 PM+2REPLY
"
2124,"12/1/20 7:20 PM+1REPLY
"
2125,"12/1/20 8:13 PM0REPLY
"
2126,"1. Blitzen Trapper – Holy Smokes Future Jokes
"
2127,"2. Car Seat Headrest – Making a Door Less Open
"
2128,"3. Tyler Childers – Long Violent History
"
2129,"4. Deep Sea Diver – Impossible Weight
"
2130,"5. EOB – Earth
"
2131,"6. Fuzz – III
"
2132,"7. Adrianne Lenker – songs
"
2133,"8. Lianne La Havas – Self Titled
"
2134,"9. Laura Marling – Songs for Our Daughter
"
2135,"10. Mac Miller – Circles
"
2136,"11. Kevin Morby – Sundowner
"
2137,"12. Porridge Radio – Every Bad
"
2138,"13. Ana Roxanne – Because of a Flower
"
2139,"14. Moses Sumney – græ
"
2140,"15. Soccer Mommy – color theory
"
2141,"16. Tan Cologne – Cave Vaults on the Moon in New Mexico
"
2142,"17. Rufus Wainwright – Unfollow the Rules
"
2143,"18. Gillian Welch – Boots No.1 and No. 2
"
2144,"19. Various Artists – AngelHeaded Hipster: The Songs of Marc Bolan and T.Rex
"
2145,"20. Laura Veirs – My Echo
"
2146,"1. Anderson .Paak – Lockdown
"
2147,"2. Big Joanie – Cranes in the Sky (Solange cover)
"
2148,"3. Dinner Party – Self Titled
"
2149,"4. Draze – The Main Thing
"
2150,"5. Khruangbin + Leon Bridges – Texas Sun
"
2151,"6. Janelle Monáe – Turntables
"
2152,"7. Arlo Parks – Caroline
"
2153,"8. Jorja Smith – Rose Rouge
"
2154,"12/1/20 8:49 PM+1REPLY
"
2155,"2020 was a great year for music. My favourite albums were: Dua Lipa - Future Nostalgia, Empress Of - I'm your Empress Of, Phoebe Bridgers - Punisher/Copycat Killer EP, Kiana Lede - Kiki, Jojo - Good To Know, Chloe x Halle - Ungodly Hour, Samia - The Baby, Haim - WIM3,
"
2156,"12/1/20 8:50 PM+1REPLY
"
2157,"1. Waxahatchee - Saint Cloud
"
2158,"2. Caribou - Suddenly
"
2159,"3. Haim - WIMPIII
"
2160,"4. Nation of Language - Introduction, Presence
"
2161,"5. RBCF - Sideways to New Italy
"
2162,"6. Dogleg - Melee
"
2163,"7. The Beths - Jump Rope Gazers
"
2164,"8. Sylvan Esso - Free Love
"
2165,"9. Sault - Untitled (Rise)
"
2166,"10. Laura Marling - Song for Our Daughter
"
2167,"11. Holy Fuck - Deleter
"
2168,"12. Wolf Parade - Thin Mind
"
2169,"13. Jeff Rosenstock - No Dream
"
2170,"14. Fleet Foxes - Shore
"
2171,"15. Doves - The Universal Want
"
2172,"16. Bully - Sugaregg
"
2173,"17. Kelly Lee Owens - Inner Song
"
2174,"18. Girlhood - Girlhood
"
2175,"19. Dehd - Flower of Devotion
"
2176,"20. Porridge Radio - Every Bad
"
2177,"21. Austra - HiRUDiN
"
2178,"22. Four Tet - Sixteen Oceans
"
2179,"23. Strokes - New Abnormal
"
2180,"24. Thao & The Get down Stay Down. - Temple
"
2181,"25. Touche Amore - Lament
"
2182,"12/1/20 10:22 PM+3REPLY
"
2183,"1. Jessie Ware - What's Your Pleasure?
"
2184,"2. Charli XCX - how i'm feeling now
"
2185,"3. Fiona Apple - Fetch the Bolt Cutters
"
2186,"4. Sorry - 925
"
2187,"5. Arca - KiCk i
"
2188,"6. illuminati hotties - FREE I.H.
"
2189,"12/1/20 10:45 PM+1REPLY
"
2190,"01. Phoebe Bridgers - Punisher
"
2191,"02. Waxahatchee - Saint Cloud
"
2192,"03. Fireboy DML - APOLLO
"
2193,"04. Che Noir & Apollo Brown - As God Intended
"
2194,"05. Fleet Foxes - Shore
"
2195,"06. Fiona Apple - Fetch the Bolt Cutters
"
2196,"07. Lady Gaga - Chromatica
"
2197,"08. Flo Milli - Ho, why is you here?
"
2198,"09. Moses Sumney - grae
"
2199,"10. Amaarae - THE ANGEL YOU DON'T KNOW
"
2200,"11. Dua Lipa - Future Nostalgia
"
2201,"12. Yves Tumor - Heaven to a Tortured Mind
"
2202,"13. The 1975 - Notes on a Conditional Form
"
2203,"14. Run The Jewels - RTJ 4
"
2204,"15. Jessie Ware - What's Your Pleasure?
"
2205,"16. Lil Uzi Vert - Eternal Atake
"
2206,"17. Chloe x Halle - Ungodly Hour
"
2207,"18. Porridge Radio - Every Bad
"
2208,"19. Lido Pimienta - Miss Colombia
"
2209,"20. SAULT - Untitled (Rise)
"
2210,"21. Haim - Women in Music, Pt. III
"
2211,"22. Soccer Mommy - color theory
"
2212,"23. Tiwa Savage - Celia
"
2213,"24. Rina Sawayama - Sawayama
"
2214,"25. Taylor Swift - Folklore
"
2215,"12/1/20 11:44 PM+2REPLY
"
2216,"1. Laura Marling - Song for Our Daughter
"
2217,"2. Tame Impala - Slow Rush
"
2218,"3. Taylor Swift - Folklore
"
2219,"4. Jessie Ware - What’s Your Pleasure?
"
2220,"5. Waxahatchee - Saint Cloud
"
2221,"6. Perfume Genius - Set My Heart on Fire Immediately
"
2222,"7. Fiona Apple - Fetch the Bolt Cutters
"
2223,"8. Caroline Rose - Superstar
"
2224,"9. Tennis - Swimmer
"
2225,"10. Andy Shauff - Neon Skyline
"
2226,"12/2/20 12:32 AM+1REPLY
"
2227,"12/2/20 12:53 AM0REPLY
"
2228,"1. Protomartyr - Ultimate Success Today
"
2229,"2. Hamilton Leithauser - The Loves of Your Life
"
2230,"3. Phoebe Bridgers - Punisher
"
2231,"4. Empty Country - Empty Country
"
2232,"5. Muzz - Muzz
"
2233,"6. Helena Deland - Someone New
"
2234,"7. Young Jesus - Welcome to Conceptual Beach
"
2235,"8. Fiona Apple - Fetch the Bolt Cutters
"
2236,"9. Greg Dulli - Random Desire
"
2237,"10. Fontaines D.C. - A Hero's Death
"
2238,"11. Nap Eyes - Snapshot of a Beginner
"
2239,"12. Andy Shauf - The Neon Skyline
"
2240,"13. Bob Dylan - Rough and Rowdy Ways
"
2241,"14. Bright Eyes - Down In The Weeds, Where The World Once Was
"
2242,"15. Ratboys - Printer's Devil
"
2243,"16. Pearl Jam - Gigaton
"
2244,"17. Happyness - Floatr
"
2245,"18. Bill Callahan - Gold Record
"
2246,"19. Porridge Radio - Every Bad
"
2247,"20. Fenne Lily - Breach
"
2248,"12/2/20 1:37 AM+1REPLY
"
2249,"1. Charli XCX - how i'm feeling now
"
2250,"2. Jessie Ware - What's Your Pleasure?
"
2251,"3. Natalia Lafourcade - Un Canto por Mexico, Vol. 1
"
2252,"4. Roisin Murphy - Roisin Machine
"
2253,"5. clipping. - Visions of Bodies Being Burned
"
2254,"6. Against All Logic - 2017-2019
"
2255,"7. YUKIKA - SOUL LADY
"
2256,"8. Run the Jewels - RTJ4
"
2257,"9. Oranssi Pazuzu - Mestarin kynsi
"
2258,"10. Moor Mother - Circuit City
"
2259,"11. Fiona Apple - Fetch the Bolt Cutters
"
2260,"12. NANORAY - TILT
"
2261,"13. chelmico - maze
"
2262,"14. Arca - KiCk i
"
2263,"15. Neptunian Maximalism - Eons
"
2264,"16. The Weeknd - After Hours
"
2265,"17. Lianne La Havas - Lianne La Havas
"
2266,"18. Shabaka and the Ancestors - We Are Sent Here By History
"
2267,"19. Svalbard - When I Die, Will I Get Better?
"
2268,"20. Havukruunu - Uinuos Syomein Sota
"
2269,"21. BbyMutha - Muthaland
"
2270,"22. William Basinski - Lamentations
"
2271,"23. Wailin' Storms - Rattle
"
2272,"24. Jeff Rosenstock - NO DREAM
"
2273,"25. RODEOGLO - Blvckhevt
"
2274,"26. Aesop Rock - Spirit World Field Guide
"
2275,"27. Sewerslvt - Draining Love Story
"
2276,"28. Rina Sawayama - SAWAYAMA
"
